trainable params: 159,907,840 || all params: 6,898,323,456 || trainable%: 2.3180681656919973
{'loss': 0.9487, 'learning_rate': 0.0003, 'epoch': 0.0}
{'loss': 0.8681, 'learning_rate': 0.0003, 'epoch': 0.0}
{'loss': 0.8715, 'learning_rate': 0.0003, 'epoch': 0.0}
{'loss': 0.8314, 'learning_rate': 0.0003, 'epoch': 0.01}
{'loss': 0.8413, 'learning_rate': 0.0003, 'epoch': 0.01}
{'loss': 0.8455, 'learning_rate': 0.0003, 'epoch': 0.01}
{'loss': 0.8463, 'learning_rate': 0.0003, 'epoch': 0.01}
{'loss': 0.8465, 'learning_rate': 0.0003, 'epoch': 0.01}
{'loss': 0.8568, 'learning_rate': 0.0003, 'epoch': 0.01}
{'loss': 0.8445, 'learning_rate': 0.0003, 'epoch': 0.02}
{'loss': 0.8512, 'learning_rate': 0.0003, 'epoch': 0.02}
{'loss': 0.8224, 'learning_rate': 0.0003, 'epoch': 0.02}
{'loss': 0.8464, 'learning_rate': 0.0003, 'epoch': 0.02}
{'loss': 0.8262, 'learning_rate': 0.0003, 'epoch': 0.02}
{'loss': 0.8582, 'learning_rate': 0.0003, 'epoch': 0.02}
{'loss': 0.8422, 'learning_rate': 0.0003, 'epoch': 0.02}
{'loss': 0.8373, 'learning_rate': 0.0003, 'epoch': 0.03}
{'loss': 0.8275, 'learning_rate': 0.0003, 'epoch': 0.03}
{'loss': 0.8245, 'learning_rate': 0.0003, 'epoch': 0.03}
{'loss': 0.8414, 'learning_rate': 0.0003, 'epoch': 0.03}
{'loss': 0.8359, 'learning_rate': 0.0003, 'epoch': 0.03}
{'loss': 0.8275, 'learning_rate': 0.0003, 'epoch': 0.03}
{'loss': 0.8428, 'learning_rate': 0.0003, 'epoch': 0.04}
{'loss': 0.8203, 'learning_rate': 0.0003, 'epoch': 0.04}
{'loss': 0.8317, 'learning_rate': 0.0003, 'epoch': 0.04}
{'loss': 0.8298, 'learning_rate': 0.0003, 'epoch': 0.04}
{'loss': 0.8211, 'learning_rate': 0.0003, 'epoch': 0.04}
{'loss': 0.8211, 'learning_rate': 0.0003, 'epoch': 0.04}
{'loss': 0.8472, 'learning_rate': 0.0003, 'epoch': 0.04}
{'loss': 0.829, 'learning_rate': 0.0003, 'epoch': 0.05}
{'loss': 0.8268, 'learning_rate': 0.0003, 'epoch': 0.05}
{'loss': 0.8409, 'learning_rate': 0.0003, 'epoch': 0.05}
{'loss': 0.8328, 'learning_rate': 0.0003, 'epoch': 0.05}
{'loss': 0.8379, 'learning_rate': 0.0003, 'epoch': 0.05}
{'loss': 0.8491, 'learning_rate': 0.0003, 'epoch': 0.05}
{'loss': 0.824, 'learning_rate': 0.0003, 'epoch': 0.06}
{'loss': 0.8301, 'learning_rate': 0.0003, 'epoch': 0.06}
{'loss': 0.8341, 'learning_rate': 0.0003, 'epoch': 0.06}
{'loss': 0.8427, 'learning_rate': 0.0003, 'epoch': 0.06}
{'loss': 0.8293, 'learning_rate': 0.0003, 'epoch': 0.06}
{'loss': 0.8345, 'learning_rate': 0.0003, 'epoch': 0.06}
{'loss': 0.8341, 'learning_rate': 0.0003, 'epoch': 0.06}
{'loss': 0.8367, 'learning_rate': 0.0003, 'epoch': 0.07}
{'loss': 0.8265, 'learning_rate': 0.0003, 'epoch': 0.07}
{'loss': 0.8482, 'learning_rate': 0.0003, 'epoch': 0.07}
{'loss': 0.8304, 'learning_rate': 0.0003, 'epoch': 0.07}
{'loss': 0.8412, 'learning_rate': 0.0003, 'epoch': 0.07}
{'loss': 0.8502, 'learning_rate': 0.0003, 'epoch': 0.07}
{'loss': 0.8537, 'learning_rate': 0.0003, 'epoch': 0.08}
{'loss': 0.8496, 'learning_rate': 0.0003, 'epoch': 0.08}
{'loss': 0.8446, 'learning_rate': 0.0003, 'epoch': 0.08}
{'loss': 0.8262, 'learning_rate': 0.0003, 'epoch': 0.08}
{'loss': 0.8482, 'learning_rate': 0.0003, 'epoch': 0.08}
{'loss': 0.8445, 'learning_rate': 0.0003, 'epoch': 0.08}
